site_name,site_url,profile_id,profile_version,profile_sha256,run_id,fit_score,core__physical_inventory_state,core__stock_movement_capture,core__low_touch_inventory_capture,core__multi_location_control,core__lot_expiry_traceability,core__replenishment_action,aux__operational_solution_evidence,aux__operational_solution_evidence__flag,aux__item_container_identity,aux__item_container_identity__flag,aux__point_of_use_stockroom_context,aux__point_of_use_stockroom_context__flag,aux__hospital_foodservice_context,aux__hospital_foodservice_context__flag,aux__institutional_foodservice_context,aux__institutional_foodservice_context__flag,aux__adjacent_transferable_inventory_context,aux__adjacent_transferable_inventory_context__flag,aux__human_scan_capture,aux__human_scan_capture__flag,aux__passive_automatic_capture,aux__passive_automatic_capture__flag,aux__cold_chain_condition_monitoring,aux__cold_chain_condition_monitoring__flag,aux__erp_procurement_integration,aux__erp_procurement_integration__flag,aux__brazil_portuguese_support,aux__brazil_portuguese_support__flag,aux__small_multi_location_deployment_evidence,aux__small_multi_location_deployment_evidence__flag,aux__managed_inventory_service_model,aux__managed_inventory_service_model__flag,evidence_is_partial,evidence_chunks_available,evidence_chunks_sent,main_strength,main_gap
Strange Horizons,https://strangehorizons.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0b5aa2d805534fd39a88c1598a08c1a8,14.05,18.45,20.7,7.05,5.05,16.9,14.65,7.45,False,32.35,False,13.65,False,3.45,False,17.7,False,11.6,False,3.2,False,6.6,False,21.7,False,6.2,False,2.85,False,10.05,False,18.85,False,True,264,264,stock_movement_capture,multi_location_control
Founding Farmers,https://www.wearefoundingfarmers.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f2ed5d979e8746f197d5b6ad849f921e,13.45,14.75,27.55,10.6,17.2,6.85,5.85,22.2,False,28.9,False,15.85,False,18.85,False,57.65,False,19.55,False,5.85,False,3.6,False,11.05,False,4.85,False,4.4,False,65.8,False,9.45,False,True,122,122,stock_movement_capture,replenishment_action
"American Kennel Club, Inc.",https://www.akc.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1ec844d4e1964a45a7da1de6ca232f3b,13.27,31.25,25.55,4.2,6.3,3.0,7.65,7.2,False,48.35,False,6.7,False,2.85,False,12.65,False,19.3,False,10.55,False,3.0,False,11.9,False,3.0,False,4.7,False,17.7,False,7.45,False,True,163,163,physical_inventory_state,lot_expiry_traceability
Cleveland Clinic,https://my.clevelandclinic.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f851edefa13e4550827d223b7d67d954,13.07,33.9,19.45,3.0,10.6,4.0,5.2,36.3,False,36.6,False,37.05,False,35.65,False,5.65,False,14.1,False,3.2,False,3.0,False,14.15,False,17.05,False,8.8,False,40.25,False,17.25,False,True,193,193,physical_inventory_state,low_touch_inventory_capture
Post Punk Kitchen,https://www.theppk.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,a7cb264d4ba347c5b397fdc1e73511e9,13.02,22.45,27.6,2.0,3.0,16.2,3.0,5.0,False,42.95,False,50.2,False,10.45,False,21.9,False,5.6,False,2.0,False,2.6,False,33.65,False,2.6,False,3.85,False,7.25,False,3.0,False,True,461,461,stock_movement_capture,low_touch_inventory_capture
Macquarie University,https://researchers.mq.edu.au/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,47ffb0a5a08b4c25a368498811da258f,12.38,5.8,29.45,24.9,6.0,3.6,2.85,3.0,False,15.85,False,3.0,False,2.85,False,3.0,False,4.45,False,11.35,False,14.5,False,11.45,False,2.6,False,3.6,False,12.8,False,3.0,False,True,97,97,stock_movement_capture,replenishment_action
Ministério da Fazenda,https://www.gov.br/fazenda/pt-br,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,eee275a5a4f04883ab397a966f251054,11.49,21.9,23.35,5.65,8.65,3.6,5.45,10.0,False,14.0,False,18.15,False,13.75,False,37.85,False,9.9,False,3.0,False,6.0,False,5.0,False,12.7,False,60.4,False,16.65,False,11.75,False,True,340,340,stock_movement_capture,lot_expiry_traceability
United Nations,https://www.un.org/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,0ef41258399e4ef19762bf427ac86d98,11.45,29.4,18.45,3.6,7.85,3.0,4.0,7.6,False,23.2,False,5.85,False,4.6,False,41.3,False,6.45,False,3.45,False,3.6,False,10.9,False,9.0,False,21.9,False,23.9,False,7.85,False,True,310,310,physical_inventory_state,lot_expiry_traceability
Abbey's Kitchen,https://www.abbeyskitchen.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,d1151152101b4e25959f137f7c6dfa70,11.01,20.8,13.05,2.0,2.0,19.45,2.85,5.0,False,33.7,False,23.45,False,13.3,False,12.05,False,7.05,False,2.0,False,2.0,False,35.15,False,2.0,False,2.0,False,5.6,False,3.0,False,True,426,426,physical_inventory_state,low_touch_inventory_capture
Drawing Room,https://drawingroom.org.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,82ab68b74ce94c96a449136bea368aa5,10.99,23.4,26.5,2.6,5.2,3.6,3.6,6.2,False,58.25,False,5.7,False,8.05,False,6.05,False,9.1,False,4.65,False,2.85,False,3.0,False,6.6,False,3.6,False,29.5,False,6.2,False,True,176,176,stock_movement_capture,low_touch_inventory_capture
Supply Nation,https://supplynation.org.au/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,9fbdb579f1e2485882fe34064737d0d3,10.28,17.85,13.55,3.0,15.85,4.2,10.05,18.8,False,13.85,False,30.55,False,4.2,False,50.8,False,18.1,False,2.85,False,3.0,False,4.6,False,22.3,False,2.0,False,37.2,False,38.2,False,True,422,422,physical_inventory_state,low_touch_inventory_capture
Government.nl,https://www.government.nl/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,8b50e3f3cd544d659e97b55019138034,10.11,9.85,38.2,3.6,4.85,3.0,3.85,5.85,False,14.65,False,3.85,False,3.0,False,31.05,False,8.0,False,2.85,False,3.0,False,4.0,False,3.0,False,43.1,False,16.3,False,4.85,False,True,85,85,stock_movement_capture,lot_expiry_traceability
Instituto Nacional da Propriedade Industrial,https://www.gov.br/inpi/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ca7406e90f9c4aebac7e65c0dbe85233,10.04,20.05,26.55,2.6,4.45,3.0,3.0,9.85,False,12.4,False,5.4,False,5.4,False,24.05,False,5.45,False,3.2,False,2.0,False,3.6,False,5.4,False,81.35,True,14.0,False,5.7,False,True,324,324,stock_movement_capture,low_touch_inventory_capture
In Katrina's Kitchen,https://www.inkatrinaskitchen.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,2cd8211822e346ffbf0427f60d18b9e0,9.88,11.65,18.9,7.45,2.85,12.45,3.0,5.0,False,39.8,False,22.6,False,6.05,False,34.2,False,4.85,False,2.0,False,2.85,False,37.85,False,2.0,False,4.6,False,5.6,False,3.0,False,True,250,250,stock_movement_capture,multi_location_control
Bucci Industries,https://www.bucci-industries.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e024ab7773574cab843d2dbd0ef6a389,9.08,13.25,8.45,9.05,14.55,4.0,5.85,28.8,False,11.2,False,13.1,False,7.0,False,8.2,False,17.0,False,3.6,False,5.6,False,4.6,False,4.85,False,88.0,True,35.1,False,11.05,False,True,71,71,multi_location_control,lot_expiry_traceability
Greatzern,https://greatzern.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4adba7419b294a83ae9c0b58c5a694a3,9.0,19.0,12.0,4.0,10.0,3.0,6.0,23.0,False,6.0,False,6.0,False,3.0,False,5.0,False,6.0,False,3.0,False,3.0,False,3.0,False,13.0,False,6.0,False,15.0,False,10.0,False,True,1,1,physical_inventory_state,lot_expiry_traceability
MEDIX-CARE,https://www.medix-care.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e72d8cbbd6e14ee48ee767f4ab81c5db,8.83,10.2,17.9,7.7,7.6,3.6,7.2,53.4,False,12.85,False,8.2,False,61.05,False,27.05,False,15.35,False,5.45,False,4.0,False,3.6,False,16.1,False,36.1,False,25.15,False,15.3,False,True,336,336,stock_movement_capture,lot_expiry_traceability
CT.gov - Connecticut's Official State Website,https://portal.ct.gov/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b36642c979064e40a810ae520b743e99,8.68,13.05,25.95,2.6,5.45,3.0,3.0,4.6,False,12.25,False,3.6,False,3.45,False,6.85,False,6.85,False,2.0,False,3.2,False,28.2,False,4.2,False,19.5,False,7.05,False,5.05,False,True,90,90,stock_movement_capture,low_touch_inventory_capture
Lancaster University,https://www.lancaster.ac.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,da3d96413a1247d5b2d887c24ebb59e6,8.65,23.7,9.25,3.6,5.2,3.0,4.45,8.3,False,13.25,False,14.45,False,3.6,False,30.35,False,6.05,False,2.0,False,2.0,False,7.95,False,5.85,False,7.05,False,16.7,False,7.05,False,True,176,176,physical_inventory_state,lot_expiry_traceability
Mobilon Mídia LTDA,https://tecnoblog.net/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1968004199204ccebcc46e47273c511f,8.43,5.45,10.85,17.1,3.0,7.7,3.0,7.6,False,33.7,False,2.85,False,2.0,False,6.25,False,4.6,False,5.55,False,7.45,False,4.85,False,3.6,False,46.5,False,5.6,False,3.6,False,True,145,145,low_touch_inventory_capture,multi_location_control
Correctional Association of New York,https://www.correctionalassociation.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,23a0fe335e674bf9b80f679d2fb99ea7,7.87,14.05,9.25,3.0,10.8,3.0,9.0,5.2,False,9.4,False,14.2,False,5.0,False,29.25,False,6.65,False,2.0,False,2.85,False,5.8,False,3.6,False,2.0,False,23.05,False,14.6,False,True,40,40,physical_inventory_state,low_touch_inventory_capture
EventPro Software,https://www.eventpro.net/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,8d7cd1da26854f27ab2b70ef6b005006,7.86,14.85,11.6,3.6,9.8,3.0,4.85,34.55,False,12.1,False,6.45,False,5.05,False,18.25,False,26.2,False,3.0,False,3.0,False,6.6,False,32.25,False,4.0,False,13.05,False,12.0,False,True,53,53,physical_inventory_state,lot_expiry_traceability
ROOM,https://room.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,054eef2686284f02a83bc84ca82b521f,7.62,16.9,14.0,3.0,6.3,2.0,2.85,7.6,False,26.3,False,4.85,False,3.6,False,10.05,False,6.65,False,2.0,False,3.85,False,5.55,False,3.0,False,11.85,False,33.45,False,5.2,False,True,260,260,physical_inventory_state,lot_expiry_traceability
UCLA Anderson School of Management,https://www.anderson.ucla.edu/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e3ddc13de4884cd78a353b82454a6213,7.47,10.45,14.25,4.2,9.85,3.0,4.6,5.0,False,17.65,False,5.6,False,3.85,False,21.7,False,15.2,False,3.45,False,3.0,False,3.6,False,4.2,False,7.65,False,13.25,False,8.0,False,True,762,762,stock_movement_capture,lot_expiry_traceability
Association of Health Care Journalists,https://healthjournalism.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ed6149d20e834396a02e3d509f390001,7.45,9.45,14.1,2.6,5.45,9.35,3.0,4.0,False,19.1,False,5.3,False,7.5,False,20.35,False,11.85,False,2.0,False,2.6,False,7.05,False,2.6,False,2.0,False,11.6,False,7.2,False,True,110,110,stock_movement_capture,low_touch_inventory_capture
THE ORG,https://theorg.com/org/unilabs,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,fa89201ce7da49d48eec6e50a3dd2702,7.35,8.4,5.0,7.45,16.65,3.85,4.6,7.45,False,7.05,False,6.6,False,6.85,False,41.65,False,10.0,False,4.45,False,4.0,False,7.45,False,5.45,False,32.85,False,31.95,False,16.45,False,True,109,109,multi_location_control,lot_expiry_traceability
The Kitchen Door,https://www.thekitchendoor.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1fdce78056944b8c8d0f7e7aee515565,7.22,14.3,6.65,3.6,10.6,3.6,4.8,13.2,False,38.0,False,16.6,False,3.0,False,17.45,False,11.05,False,2.6,False,3.0,False,28.85,False,9.6,False,2.0,False,56.65,False,7.45,False,True,63,63,physical_inventory_state,low_touch_inventory_capture
Los Angeles Department of Water and Power,https://www.ladwp.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,11884fa6e79543efb9289271bb276284,7.12,19.85,5.0,5.6,4.0,2.0,3.0,6.6,False,6.0,False,6.45,False,2.0,False,22.25,False,5.0,False,2.0,False,4.0,False,4.0,False,3.0,False,57.55,False,11.05,False,5.0,False,True,84,84,physical_inventory_state,lot_expiry_traceability
Apple Developer,https://developer.apple.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,6a5e686d11d1401fa6cdf09e86c421c9,6.98,4.0,18.15,7.85,3.6,5.3,3.0,40.05,False,28.3,False,3.0,False,2.85,False,4.45,False,3.6,False,5.6,False,4.85,False,8.3,False,4.7,False,46.15,False,8.45,False,3.85,False,True,341,341,stock_movement_capture,replenishment_action
nhs.uk,https://www.nhs.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,245dc6d98d8e462998e7be76d2219528,6.56,5.65,14.95,2.6,3.0,10.2,2.0,5.2,False,20.4,False,20.45,False,5.85,False,5.4,False,5.85,False,2.0,False,2.0,False,16.4,False,2.85,False,2.0,False,6.2,False,3.85,False,True,99,99,stock_movement_capture,replenishment_action
Apple Support,https://support.apple.com/en-om/guide/watch/apddad023a05/watchos,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,7fe8720358ea4336a35ae67775447ee4,6.32,5.2,7.85,6.2,2.0,11.8,2.0,17.6,False,32.05,False,2.0,False,2.0,False,2.6,False,3.0,False,12.65,False,3.6,False,13.55,False,3.8,False,34.85,False,4.6,False,2.85,False,True,116,116,lot_expiry_traceability,multi_location_control
Warner Pacific University,https://www.warnerpacific.edu/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,2bf643b7f0174632b77e4c583c55f7f6,6.18,11.15,14.65,2.0,4.0,2.0,3.6,4.85,False,13.45,False,8.45,False,3.0,False,37.45,False,4.6,False,2.0,False,2.0,False,3.85,False,3.6,False,2.85,False,14.4,False,6.8,False,True,151,151,stock_movement_capture,low_touch_inventory_capture
ReAnIn,https://www.reanin.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,974f6fb6d21a49328bd2a80cc769b4a8,6.17,7.15,6.05,7.65,5.45,5.3,4.45,5.0,False,9.25,False,6.65,False,4.45,False,5.65,False,6.8,False,5.05,False,6.4,False,11.45,False,3.6,False,5.9,False,7.3,False,6.0,False,True,526,526,low_touch_inventory_capture,replenishment_action
AAAI,https://aaai.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,6441e58397de48d59a67d6132900e897,6.09,8.05,6.45,4.8,6.7,2.6,9.55,9.65,False,18.65,False,4.0,False,3.0,False,12.7,False,11.6,False,2.0,False,5.3,False,3.6,False,6.65,False,10.6,False,12.85,False,8.2,False,True,360,360,replenishment_action,lot_expiry_traceability
Chick-fil-A,https://www.chick-fil-a.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,552714815bc84b1099dcf378a90e00d5,5.79,6.0,9.05,2.0,4.85,8.7,3.85,10.6,False,58.5,False,5.85,False,6.0,False,38.25,False,7.85,False,2.6,False,2.0,False,26.1,False,3.0,False,3.8,False,25.8,False,4.85,False,True,16,16,stock_movement_capture,low_touch_inventory_capture
Alibaba,https://www.alibaba.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b63b0bf112624094b18e8b08d4bd345f,5.78,13.88,5.12,2.71,4.41,3.41,3.71,6.12,False,30.53,False,4.41,False,2.71,False,3.0,False,5.12,False,2.0,False,2.71,False,2.71,False,4.41,False,17.71,False,5.41,False,5.12,False,False,5,5,physical_inventory_state,low_touch_inventory_capture
"Art SignWorks, Inc.",https://www.artsignworks.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,1d33cde2a6934ad58621e0807db40e9d,5.67,14.8,6.4,2.6,3.6,2.0,3.0,6.8,False,18.0,False,2.85,False,2.0,False,5.0,False,3.6,False,2.0,False,2.0,False,19.45,False,3.0,False,2.0,False,6.05,False,3.85,False,True,342,342,physical_inventory_state,lot_expiry_traceability
Management 3.0,https://management30.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b432fbc3753844e18326a3ac8c4dc83b,5.37,11.35,8.75,2.6,3.0,2.85,2.6,8.0,False,26.9,False,13.6,False,2.6,False,6.7,False,5.2,False,2.0,False,2.85,False,3.6,False,7.8,False,29.35,False,10.0,False,10.4,False,True,428,428,physical_inventory_state,low_touch_inventory_capture
TOBEN Food by Design Catering,https://www.tobenfoodbydesign.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,684095625fc54291b31f24df481c14f0,5.23,8.45,7.0,2.0,8.05,3.0,3.85,13.85,False,27.3,False,5.8,False,11.4,False,60.7,False,11.45,False,2.0,False,2.85,False,10.85,False,3.0,False,9.35,False,39.5,False,6.85,False,True,25,25,physical_inventory_state,low_touch_inventory_capture
Research portal Eindhoven University of Technology,https://research.tue.nl/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,38bff6efc61340689ee9c4e878fde4bc,5.21,9.6,5.6,4.6,4.85,2.85,2.85,7.6,False,44.25,False,3.0,False,2.85,False,3.85,False,5.85,False,2.0,False,3.0,False,27.0,False,4.0,False,2.0,False,14.4,False,5.6,False,True,52,52,physical_inventory_state,lot_expiry_traceability
Research And Markets,https://www.researchandmarkets.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e2e40c2c7e1c43f5a7b8060455e13067,5.18,7.7,5.45,5.6,5.8,3.0,3.0,5.0,False,10.8,False,4.6,False,4.0,False,11.05,False,4.85,False,5.05,False,4.85,False,6.85,False,3.85,False,18.6,False,14.65,False,4.0,False,True,422,422,physical_inventory_state,lot_expiry_traceability
Contemporary Catering,https://www.contemporarycatering.com.au/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,384b314f58a94a0e96d6e7d7bb9379cc,5.0,7.25,6.25,2.6,7.1,2.85,5.05,12.65,False,5.0,False,5.8,False,24.05,False,73.85,True,8.25,False,2.0,False,2.6,False,8.6,False,4.65,False,1.85,False,26.4,False,10.85,False,False,3,3,physical_inventory_state,low_touch_inventory_capture
Teknisa,https://www.teknisa.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,007c68d7d67d4bc79c0e0ec01475e024,4.88,7.0,6.0,3.0,6.0,3.0,5.0,10.0,False,4.0,False,7.0,False,20.0,False,54.0,False,7.0,False,3.0,False,3.0,False,3.0,False,8.0,False,61.0,False,8.0,False,8.0,False,False,1,1,physical_inventory_state,low_touch_inventory_capture
Research Explorer The University of Manchester,https://research.manchester.ac.uk/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,b3bf957a59614fc8bdb3ccc8f6084d41,4.87,9.6,3.85,3.85,5.0,3.0,3.0,13.15,False,21.5,False,4.45,False,2.6,False,7.2,False,5.85,False,2.0,False,3.0,False,15.1,False,3.0,False,2.0,False,15.7,False,4.6,False,True,60,60,physical_inventory_state,lot_expiry_traceability
WeTransfer,https://wetransfer.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,5810c7a17b7f4442b12443fbe8d1d882,4.84,3.0,15.6,2.0,2.0,5.0,2.0,45.0,False,23.25,False,3.0,False,2.0,False,11.9,False,3.6,False,3.6,False,5.45,False,2.0,False,2.0,False,59.95,False,4.85,False,3.0,False,True,155,155,stock_movement_capture,low_touch_inventory_capture
European Society of Medicine,https://esmed.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,c222178ed1dd4cd7a896af83f07c6f38,4.83,5.2,11.5,2.6,4.6,3.0,3.0,4.0,False,6.7,False,3.0,False,9.25,False,3.6,False,3.85,False,2.0,False,2.0,False,14.5,False,2.85,False,4.6,False,10.65,False,3.6,False,True,190,190,stock_movement_capture,low_touch_inventory_capture
Mathematica,https://www.mathematica.org/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,4305f30b4be54801aa7b8c37c22d8772,4.74,5.6,9.45,3.0,5.0,3.0,3.0,12.05,False,5.85,False,6.8,False,4.0,False,37.45,False,5.0,False,2.0,False,4.0,False,4.2,False,4.6,False,6.15,False,19.05,False,5.6,False,True,222,222,stock_movement_capture,low_touch_inventory_capture
TransferNow,https://www.transfernow.net/en,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,e56a8a325e5f4235be0a2d6465e290fd,4.55,3.6,13.6,2.6,3.0,2.85,2.6,20.7,False,12.45,False,2.6,False,2.0,False,3.0,False,3.0,False,2.0,False,3.0,False,2.6,False,3.0,False,33.65,False,10.45,False,3.6,False,True,338,338,stock_movement_capture,low_touch_inventory_capture
Peter Rowland Group,https://www.peterrowland.com.au/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,f3a40db905c2419abb24195d13622e6b,4.51,6.6,6.4,2.0,6.85,3.0,3.0,9.85,False,17.2,False,4.0,False,2.0,False,50.05,False,8.85,False,2.0,False,2.0,False,9.65,False,3.0,False,2.0,False,34.8,False,6.0,False,False,23,23,multi_location_control,low_touch_inventory_capture
Elo,https://www.elo.com.br/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,d69850cb59fc420894332e2d142ad618,4.42,4.45,6.6,4.0,7.15,2.6,2.6,6.6,False,23.9,False,3.45,False,2.0,False,16.85,False,6.05,False,7.35,False,2.0,False,2.0,False,8.45,False,92.45,True,37.15,False,3.45,False,True,41,41,multi_location_control,lot_expiry_traceability
On my Om,https://om.co/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,ac5046a2975f46e79469e317c9d4dfb3,4.29,5.9,9.6,2.6,2.6,2.85,2.0,3.6,False,38.6,False,2.0,False,2.0,False,4.4,False,2.0,False,2.0,False,2.6,False,3.0,False,2.0,False,2.0,False,4.45,False,2.0,False,True,50,50,stock_movement_capture,replenishment_action
Rede D'Or,https://www.rededorsaoluiz.com.br/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,88470ebd22bf48ff986cd968e9627971,4.15,5.85,4.0,3.0,6.45,3.0,3.0,11.05,False,7.7,False,5.2,False,23.15,False,3.0,False,6.45,False,2.6,False,2.0,False,4.0,False,4.0,False,85.05,True,19.2,False,4.6,False,True,209,209,multi_location_control,low_touch_inventory_capture
Green Climate Fund,https://www.greenclimate.fund/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,eaa8f902eef549118a34932202f93c3b,3.9,4.6,7.9,2.6,3.0,2.0,4.0,4.0,False,4.6,False,3.6,False,2.0,False,5.45,False,2.6,False,2.0,False,2.6,False,3.6,False,4.45,False,50.05,False,12.05,False,4.8,False,True,399,399,stock_movement_capture,lot_expiry_traceability
Pipedrive,https://www.pipedrive.com/pt,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,d84749f3821e4f6593a15fe3694885eb,3.65,5.0,5.0,2.0,5.6,2.0,3.2,7.2,False,3.6,False,2.6,False,2.0,False,2.6,False,4.4,False,1.6,False,2.0,False,2.0,False,6.05,False,50.7,False,4.2,False,3.8,False,True,12,12,multi_location_control,low_touch_inventory_capture
Inventory Press,https://www.inventorypress.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,fdcb81bdfd1141409078bff1915dea60,3.44,6.45,4.85,2.0,3.0,2.0,2.0,4.0,False,18.6,False,2.6,False,2.0,False,2.6,False,3.0,False,2.0,False,2.0,False,2.0,False,2.0,False,3.0,False,4.6,False,3.0,False,True,142,142,physical_inventory_state,low_touch_inventory_capture
Let's Pretend Catering,https://letspretendcatering.com/,distributed_perishable_inventory_management,1.0.0,1bf3d832c7fa33fb6455ff5d20af0292e3584d9a20a14712c522d889504db03f,fae1f739173949ffa67e8488832b7fe2,3.29,4.71,4.71,2.0,3.71,2.0,3.0,7.0,False,11.41,False,4.0,False,2.0,False,22.06,False,8.41,False,2.0,False,2.0,False,3.0,False,2.0,False,1.71,False,8.71,False,4.0,False,False,2,2,physical_inventory_state,low_touch_inventory_capture
